Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Highest MTM(Candle Close),Lowest MTM(Candle Close),Remarks
294.1,2025-10-21,Tuesday,13:30:00,8.14,0.1,CE,3920.0,Sell,2025-10-21,Tuesday,17:25:00,0.01,0.8130000000000002,99.87714987714989,2025-10-21,,,Exit Condition Met For Trade
294.2,2025-10-21,Tuesday,13:30:00,12.74,0.1,PE,3880.0,Sell,2025-10-21,Tuesday,17:25:00,0.15,1.2590000000000001,98.82260596546311,2025-10-21,,,Exit Condition Met For Trade
295,2025-10-22,,13:30:00,3868.97,,,,,2025-10-22,,17:25:00,3827.28,1.1,,,1.481,-3.6069999999999998,Exit Condition Met For Trade
295.1,2025-10-22,Wednesday,13:30:00,14.59,0.1,CE,3880.0,Sell,2025-10-22,Wednesday,17:25:00,0.01,1.4580000000000002,99.93145990404386,2025-10-22,,,Exit Condition Met For Trade
295.2,2025-10-22,Wednesday,13:30:00,8.54,0.1,PE,3840.0,Sell,2025-10-22,Wednesday,17:25:00,12.15,-0.36100000000000015,-42.27166276346606,2025-10-22,,,Exit Condition Met For Trade
296,2025-10-23,,13:30:00,3881.19,,,,,2025-10-23,,17:25:00,3865.75,2.1799999999999997,,,2.1799999999999997,-0.09200000000000053,Exit Condition Met For Trade
296.1,2025-10-23,Thursday,13:30:00,11.3,0.1,CE,3900.0,Sell,2025-10-23,Thursday,17:25:00,0.02,1.1280000000000001,99.82300884955751,2025-10-23,,,Exit Condition Met For Trade
296.2,2025-10-23,Thursday,13:30:00,10.53,0.1,PE,3860.0,Sell,2025-10-23,Thursday,17:25:00,0.01,1.052,99.90503323836658,2025-10-23,,,Exit Condition Met For Trade
297,2025-10-24,,13:30:00,3949.31,,,,,2025-10-24,,17:25:00,3948.38,2.5,,,2.5,-0.23000000000000043,Exit Condition Met For Trade
297.1,2025-10-24,Friday,13:30:00,12.3,0.1,CE,3960.0,Sell,2025-10-24,Friday,17:25:00,0.01,1.229,99.91869918699186,2025-10-24,,,Exit Condition Met For Trade
297.2,2025-10-24,Friday,13:30:00,12.7,0.1,PE,3940.0,Sell,2025-10-24,Friday,17:25:00,0.04,1.266,99.68503937007874,2025-10-24,,,Exit Condition Met For Trade
